z	 pix 
0.212322	1214663
0.359485	1314501
0.402423	858501
0.396812	443911
0.389126	565614
0.392297	1494767
0.160978	1616071
0.313790	573514
0.388172	249523
0.173510	729351
0.234205	1801482
0.311008	1616170
0.398173	1573756
0.243618	1551620
0.278863	1003841
0.372512	657842
0.263542	1555412
0.263266	825002
0.170179	526760
0.348689	765770
0.353463	1124451
0.181085	804919
0.221359	919271
0.179954	1459903
0.221461	1437435
0.220479	1308461
0.388701	1226592
0.221801	1261311
0.286521	1329047
0.291533	735651
0.316426	1048250
0.317491	857902
0.230173	956242
0.345621	457113
0.217707	256235
0.205569	337718
0.336805	1539808
0.345431	1172509
0.346005	1813516
0.239338	364778
0.204439	659690
0.238613	1136854
0.348526	1519875
0.300017	1173795
0.322986	1557321
0.322800	1540028
0.353463	831270
0.217312	1764140
0.365198	1256264
0.312626	229945
0.284969	698532
0.287033	1144515
0.386562	815354
0.289079	447183
0.337205	428478
0.291320	299791
0.250295	361477
0.307675	952359
0.467853	770218
0.385638	313827
0.455623	747864
0.440476	960794
0.461734	1442052
0.371824	1233761
0.210576	721152
0.397609	682168
0.399646	299731
0.278361	1564651
0.252946	594123
0.326825	206018
0.325345	688002
0.421905	993565
0.288481	1134762
0.196097	883094
0.289983	460549
0.198290	1529599
0.308236	1567939
0.181884	524584
0.347530	1003163
0.415437	1071457
0.463284	416038
0.345385	363089
0.349811	1454300
0.349372	614120
0.463341	1310862
0.377828	604332
0.429285	1466649
0.279435	371673
0.271549	825374
0.404502	925681
0.171392	1551556
0.403819	741014
0.378964	1255256
0.405865	917463
0.217357	1173869
0.408714	810979
0.323471	901281
0.365259	597709
0.188302	1569876
0.439296	293147
0.308448	1410832
0.362425	622862
0.356682	1206326
0.368825	1429487
0.447668	508087
0.449931	1288528
0.370828	952751
0.403605	1470477
0.203467	641458
0.325000	216455
0.173846	1224686
0.295278	1622239
0.294881	682223
0.160227	1339471
0.200461	618459
0.389094	198496
0.439780	694291
0.419685	760243
0.375735	1507438
0.462697	151351
0.241760	476068
0.447446	1283845
0.327215	686491
0.445461	878929
0.227811	1272012
0.225294	1149119
0.225254	176345
0.287288	868475
0.447195	1850489
0.387182	741203
0.248898	577839
0.404469	1317189
0.347310	534218
0.347044	976748
0.393408	1848400
0.455437	950192
0.162032	1269672
0.384758	1308970
0.392368	874278
0.214621	1556563
0.182228	1355703
0.459229	761490
0.367964	359736
0.181538	1053041
0.366408	454993
0.395350	1539995
0.423094	653116
0.352671	1333252
0.350371	538873
0.160277	604105
0.337568	1033874
0.369622	1165357
0.420627	667920
0.326316	1169696
0.417289	235345
0.434450	874308
0.453561	1495060
0.339408	966436
0.336494	990967
0.388466	716669
0.451359	342835
0.424272	1278104
0.284502	208654
0.260465	1663124
0.226734	829513
0.374870	179072
0.415043	272307
0.446341	1143111
0.166693	1271535
0.368144	866018
0.366735	784033
0.358133	392393
0.273057	445487
0.371803	690184
0.281292	866280
0.288353	813136
0.346924	618687
0.348455	415862
0.387725	895325
0.225087	818839
0.343352	616143
0.347736	1206389
0.350117	1259287
0.348881	1071331
0.351092	911097
0.357384	1468434
0.340469	284374
0.332134	1138734
0.350764	983346
0.324368	505913
0.344111	1167477
0.324621	632575
0.308389	1435946
0.343575	980785
0.282188	1040252
0.283216	1140511
0.344186	640824
0.293455	1134597
0.320530	1107638
0.180174	882844
0.418937	1626160
0.330492	1146871
0.265659	1376314
0.284667	1445943
0.263714	741796
0.438580	313408
0.358978	182422
0.354976	1585402
0.169138	382149
0.282076	977028
0.284273	1548583
0.338350	937981
0.232089	512128
0.350386	352510
0.310443	403503
0.282062	1273951
0.267599	406674
0.285963	1140422
0.418867	1536281
0.434739	954451
0.434793	968696
0.232271	303979
0.364092	855962
0.315057	156876
0.178517	872167
0.279187	240749
0.307430	1601642
0.298583	1140853
0.331661	1118327
0.429843	1626089
0.424792	252007
0.405475	1353507
0.323933	1259796
0.406508	1801483
0.192541	714442
0.169309	764337
0.188220	1441582
0.345640	1811600
0.409226	333107
0.313368	202428
0.464574	825736
0.219051	1541603
0.358385	1572575
0.389096	1128448
0.304133	1328954
0.232779	692181
0.233536	913041
0.161369	935849
0.452488	890587
0.242893	187408
0.239956	967062
0.215252	987048
0.455329	809189
0.324323	1513525
0.390072	1322749
0.206712	1850423
0.436090	1600723
0.464434	532136
0.293085	1320956
0.333213	1190906
0.340928	1222792
0.341529	528113
0.180322	582001
0.182561	1620199
0.228075	1193714
0.298670	1638568
0.338352	554811
0.319056	1130662
0.246038	774115
0.246158	1531658
0.244758	1269923
0.293923	1195856
0.370398	1054605
0.285863	1417296
0.206984	1121984
0.213757	737723
0.399430	1134235
0.389739	546506
0.366887	1372184
0.364162	160248
0.309066	290079
0.405331	599973
0.355580	782082
0.338003	1384519
0.337551	1365847
0.353917	846109
0.261578	1016112
0.356301	296375
0.262173	278279
0.260494	1294394
0.384064	741143
0.428291	522251
0.453244	1116105
0.341786	659601
0.207865	1011362
0.455257	1437958
0.279674	997115
0.398268	1099577
0.239651	837380
0.290504	1519922
0.275146	326362
0.282422	1015655
0.392438	793033
0.452919	1780479
0.390681	1347248
0.401667	901425
0.399030	1815357
0.408620	293452
0.403413	1458506
0.374356	397936
0.282807	339438
0.407711	733473
0.281163	229945
0.271461	369912
0.217984	569563
0.323561	1576772
0.411674	805135
0.407701	1590518
0.409457	757868
0.373342	1376584
0.424762	1007971
0.443727	1143828
0.199327	960861
0.299837	889172
0.328056	579883
0.442689	354411
0.273391	341412
0.432032	1251071
0.334851	1739499
0.444661	1596345
0.439570	466550
0.378731	492405
0.299293	661839
0.302674	388781
0.363479	620266
0.419264	1838075
0.421312	763869
0.296949	911464
0.329022	211304
0.381654	1220510
0.350506	813050
0.430109	730914
0.427612	747511
0.218731	260672
0.429205	1221447
0.347877	200837
0.415477	460884
0.466685	1168313
0.467842	1246003
0.337526	1172429
0.332676	978736
0.160918	428469
0.323552	342524
0.208824	612143
0.379106	315295
0.165422	1249335
0.373856	1862730
0.176905	1072986
0.183429	356298
0.184852	780656
0.233451	856008
0.264779	1553373
0.463107	813133
0.262452	1597237
0.421447	880285
0.439977	1154934
0.379603	1237009
0.233171	610258
0.314040	986775
0.183006	1585442
0.381980	786385
0.382506	557390
0.350817	610426
0.179862	472439
0.437601	772068
0.356132	1541609
0.437099	1220567
0.337460	1164193
0.180175	1089309
0.360909	971145
0.291043	488340
0.226508	331109
0.293207	938014
0.278715	1046651
0.166753	1398700
0.391056	1011692
0.339455	356104
0.386538	1331562
0.174170	755649
0.169341	1026171
0.171909	686203
0.362171	1419394
0.447913	592131
0.334937	199538
0.352527	1176471
0.389319	428578
0.287672	829804
0.397940	1167090
0.397748	149122
0.359121	424765
0.347541	1584928
0.208731	1289010
0.349265	1591322
0.349613	534817
0.366843	1513666
0.276286	381687
0.370571	882535
0.348378	1323367
0.349717	1009418
0.348024	1356155
0.376426	649421
0.373959	499917
0.380658	782096
0.198498	790884
0.263241	1118197
0.380929	231187
0.266814	351341
0.324590	1083690
0.262848	1569875
0.262020	1427447
0.302587	1201073
0.207199	855877
0.450706	1298769
0.262524	1579055
0.349976	1013564
0.217974	774035
0.360023	841932
0.358696	862474
0.356901	186179
0.232173	856245
0.283479	1335279
0.231906	1359979
0.263327	364890
0.249277	1785052
0.362297	1226925
0.349560	1440060
0.322945	991053
0.384233	915450
0.225918	1848326
0.307751	1235064
0.338904	1601600
0.338829	923616
0.338516	895139
0.412727	421093
0.339705	1122448
0.342117	544559
0.340947	905100
0.407701	1247223
0.379660	1366031
0.201932	870403
0.313429	1458493
0.362635	517973
0.284636	1737460
0.280002	657495
0.362211	706458
0.279654	288578
0.371161	410758
0.282352	651265
0.226282	804790
0.330881	1230836
0.431229	468172
0.420186	702573
0.419306	1743661
0.192460	173015
0.330968	766234
0.332769	1132308
0.332579	1139718
0.411445	1844081
0.356639	849890
0.394802	1169179
0.218212	1151181
0.168473	1576788
0.371089	944150
0.456896	202214
0.369366	720750
0.160564	246520
0.310064	1349329
0.174145	361364
0.236862	1292402
0.391581	1108114
0.239409	1417044
0.238409	1401002
0.206608	827487
0.391409	756133
0.452204	394423
0.223912	1751839
0.342850	1136901
0.440860	1003951
0.438993	1573685
0.183315	1582354
0.206960	340910
0.206164	1511663
0.332933	1036473
0.262992	434197
0.316341	1290593
0.341979	1421038
0.298619	430423
0.285495	1703243
0.247140	602075
0.247219	1064909
0.290660	1468740
0.372615	1403130
0.289291	371514
0.293567	359528
0.219967	566990
0.241582	741643
0.335628	648895
0.441583	1542957
0.209008	731025
0.292968	595680
0.337465	145907
0.295872	1562126
0.257750	849563
0.358711	242207
0.345577	1401024
0.347332	490096
0.296058	1660962
0.296270	732903
0.367587	247913
0.405682	1562728
0.300072	1642663
0.273175	829567
0.304484	1636306
0.440857	228443
0.380391	1200228
0.440466	1306490
0.444935	466297
0.402581	455345
0.208002	868150
0.373402	702298
0.249193	1659037
0.275678	1580824
0.427379	476260
0.163974	1251215
0.452601	434396
0.397668	956230
0.335656	1183782
0.291848	1667178
0.335267	354469
0.450045	950241
0.302200	376801
0.282054	1431273
0.461716	226934
0.424573	1343800
0.278226	667764
0.211463	1277986
0.413775	1325130
0.349305	364697
0.319443	567717
0.392746	462450
0.444204	824997
0.336182	1249643
0.397669	583605
0.362782	458778
0.413805	927493
0.452664	991572
0.241953	872856
0.414213	848028
0.357664	1273939
0.251562	1294079
0.231580	526298
0.327886	445511
0.428498	778531
0.336456	253696
0.393695	1380255
0.256641	502029
0.368470	1294478
0.272126	749241
0.235803	1044215
0.418189	1844214
0.330085	778395
0.419948	661745
0.253949	778596
0.288685	1448015
0.293809	1581361
0.300552	447288
0.394696	1187774
0.193364	1571199
0.458088	684403
0.332697	368373
0.334153	1080992
0.374085	806886
0.362259	1108241
0.336741	385748
0.384353	1811247
0.381584	849856
0.166857	186049
0.179800	653231
0.218254	470747
0.191578	1371897
0.191467	245156
0.192926	788278
0.382258	1279864
0.222699	1181687
0.361332	888574
0.406177	1388441
0.361096	1128547
0.263579	1366167
0.224339	933904
0.224620	1162359
0.379100	908998
0.177006	939906
0.379320	1288316
0.370240	1263743
0.265454	1151013
0.367700	798855
0.248593	1870800
0.373298	1140600
0.440509	417641
0.370369	714910
0.162805	532684
0.424284	1165250
0.317207	156816
0.330132	1165384
0.395257	1284219
0.205499	137258
0.306488	610446
0.179218	237893
0.177914	765966
0.358569	1618229
0.335649	1137710
0.357292	1207445
0.192703	849748
0.315599	383635
0.377705	217738
0.284343	935954
0.392216	1130145
0.337732	1200483
0.336379	1169080
0.174582	1809243
0.389885	488277
0.161588	1606518
0.378318	692311
0.333980	743437
0.331354	1349771
0.338253	1148017
0.337051	178774
0.261516	937951
0.341210	233807
0.273277	1468741
0.291554	1162143
0.290849	1173361
0.176403	1374458
0.182336	567236
0.319541	1195083
0.383146	1257790
0.378169	1580529
0.379887	1341125
0.264263	1842031
0.390832	968592
0.265552	1421443
0.227431	929880
0.349374	868050
0.340615	581370
0.269841	681796
0.234201	673787
0.378461	1183491
0.358561	1505084
0.402068	1030211
0.383393	1201099
0.351233	648931
0.421356	1290197
0.383252	378253
0.393177	1511133
0.214136	1563766
0.446376	1097750
0.386568	1570660
0.446636	1419579
0.245522	862122
0.300853	1751792
0.445715	476019
0.347788	1304829
0.382454	1413035
0.434621	1124084
0.236529	1536043
0.199863	729012
0.279278	1286225
0.303353	157973
0.341602	940044
0.227871	1490684
0.343829	243506
0.181309	913494
0.184493	1200334
0.466309	938414
0.191863	1538056
0.318141	1656955
0.350388	332933
0.348483	1149039
0.331653	352885
0.305237	1546977
0.334418	1056560
0.338268	1083404
0.272500	1339605
0.432801	1309023
0.343193	810726
0.430977	714489
0.385182	1263994
0.453953	837384
0.168810	219114
0.308981	1373915
0.392961	401562
0.390963	1161219
0.391583	114261
0.374477	498107
0.388675	1038378
0.235103	639027
0.370694	964851
0.372532	498206
0.373978	1443772
0.211294	1021983
0.182669	1600776
0.329865	433982
0.436478	980745
0.427048	1480744
0.426634	1003844
0.204410	1774918
0.237230	1392683
0.241855	739303
0.323607	1585285
0.247975	1038051
0.315533	1606380
0.407299	1588146
0.394054	1083674
0.394826	1186973
0.169849	1027860
0.277541	183619
0.391447	1071001
0.254133	798969
0.201001	438330
0.281119	1733990
0.282268	1423446
0.280703	1173319
0.374675	716619
0.293850	1288096
0.207742	408542
0.325273	915709
0.292745	185917
0.290102	1192272
0.168318	618367
0.197960	715015
0.468946	1580539
0.376497	790527
0.240860	1169697
0.293420	1366364
0.372671	232869
0.244612	800429
0.292401	870057
0.239189	564996
0.377192	1571138
0.235947	653691
0.365648	745794
0.243387	1185630
0.243067	829801
0.371472	798708
0.362259	948475
0.194137	1511586
0.358088	1009470
0.357496	1605727
0.385667	1482491
0.359726	339740
0.269298	442115
0.459941	1376582
0.356049	1595708
0.322452	1292088
0.457263	728962
0.411696	1762069
0.407028	1582019
0.440843	584070
0.327703	491989
0.181287	628785
0.384205	1580978
0.231919	1221463
0.378868	1270547
0.363426	428858
0.371154	919630
0.371476	1658862
0.375195	1547037
0.432085	794335
0.434160	1097981
0.415698	1583443
0.414567	1794884
0.225893	954123
0.381284	975051
0.163536	1233262
0.394807	1089249
0.435638	357881
0.430077	383612
0.338243	1243486
0.311488	308917
0.310472	443903
0.428691	1180682
0.269726	712614
0.177397	1500904
0.336036	270616
0.358626	1124677
0.287220	359570
0.279830	267775
0.413962	1150760
0.243020	1766699
0.284886	291761
0.177536	1021876
0.286365	1774851
0.299619	1565470
0.345542	1482701
0.184777	1114465
0.347718	1288140
0.381614	659269
0.181318	655246
0.381848	1564658
0.383761	1529794
0.435570	888520
0.469354	1711459
0.386378	1007454
0.342659	1565807
0.388523	1312844
0.240644	987512
0.326065	964534
0.174225	1737439
0.349484	1605811
0.226800	708636
0.342011	368198
0.169838	1194157
0.319612	1259769
0.403824	1556366
0.321211	723162
0.239175	646981
0.462970	1587504
0.352384	1184724
0.349865	776411
0.349559	984745
0.345409	983436
0.255256	1117940
0.420162	1267565
0.292743	1110271
0.434468	1566719
0.279742	1279693
0.277280	427045
0.293002	628930
0.454807	1766643
0.337374	905378
0.332392	269719
0.469795	1132848
0.412774	610138
0.350196	966304
0.413013	960316
0.285288	1549261
0.310616	1244943
0.264171	788730
0.308101	1024230
0.170359	1122050
0.232829	428831
0.327825	991385
0.454187	1415303
0.339082	655780
0.185042	823202
0.418177	823694
0.417951	169482
0.205503	1126356
0.203562	1601480
0.271485	1240977
0.391008	1200462
0.311588	1077420
0.383920	401087
0.283303	1844087
0.387987	1563582
0.322445	587799
0.368999	655243
0.373473	1555962
0.203424	933539
0.208796	929442
0.403873	419723
0.162417	243615
0.391226	638653
0.336739	1515699
0.376966	627012
0.275309	567059
0.243507	1003793
0.277701	1064622
0.269784	1247569
0.168280	1823692
0.345424	692619
0.251812	425281
0.419664	878939
0.372651	933586
0.296101	1103887
0.377888	802586
0.385463	1089186
0.201181	425277
0.202347	1462088
0.351101	292024
0.199919	1548357
0.200725	993144
0.193727	639312
0.275782	394466
0.354259	1366139
0.351434	569470
0.413535	490246
0.281088	1553520
0.339232	661558
0.430670	878753
0.374433	228660
0.416375	987008
0.415754	1062723
0.271045	1429812
0.183180	1195105
0.183499	1048382
0.185393	694244
0.300656	1402604
0.330556	1410893
0.328176	971089
0.176301	1476422
0.422328	954772
0.225566	752036
0.299300	1636498
0.299660	751777
0.246165	925517
0.245319	1797369
0.304871	509927
0.416796	708272
0.349165	1341456
0.226580	628939
0.187143	1495347
0.333504	474027
0.295227	285551
0.363021	1304336
0.325853	831503
0.299340	567510
0.299883	1220477
0.194431	733012
0.314535	1388807
0.285800	710834
0.195850	1549342
0.292305	1060584
0.207651	1282146
0.188308	739132
0.299740	1114474
0.190798	1169292
0.203814	536224
0.387359	513811
0.204662	1556249
0.379435	1365793
0.380877	1208688
0.180896	657697
0.425998	1376074
0.352181	837455
0.353307	242373
0.397024	892753
0.415906	392319
0.225779	1040721
0.463280	1241476
0.342642	1809674
0.342311	1778424
0.341884	736984
0.329013	1169758
0.247431	1217440
0.265624	1144513
0.230079	1144860
0.233502	1727212
0.261747	318236
0.447220	242353
0.216328	1134770
0.409780	1624387
0.352551	1070980
0.287077	482551
0.161580	486397
0.324370	218978
0.356710	1579999
0.324939	428907
0.245150	1809546
0.352760	1063170
0.436038	745844
0.334935	759679
0.393961	868573
0.446395	419536
0.408518	1697121
0.345942	708289
0.445898	312247
0.360761	833676
0.369617	1073108
0.457165	911574
0.248856	997184
0.377090	1468742
0.453502	680243
0.362234	515884
0.378717	843698
0.380199	253416
0.340770	661549
0.330874	376919
0.307313	213800
0.236961	1419611
0.337155	1192310
0.303841	283086
0.236927	152303
0.239604	1160120
0.292800	1026346
0.286601	1265575
0.176111	724949
0.359549	562898
0.352528	851729
0.393564	1615960
0.244515	657812
0.223960	1460530
0.186419	1454407
0.319705	1448147
0.248241	321864
0.435433	1118164
0.438197	1513629
0.433010	618741
0.222569	1154914
0.442095	630539
0.377042	967033
0.241961	1064600
0.259185	854284
0.377346	645013
0.289004	1727842
0.260094	1124731
0.354574	1026359
0.458076	988889
0.353657	919675
0.379238	577642
0.197213	823222
0.199553	667850
0.166006	560845
0.202165	743394
0.435440	892746
0.384517	859963
0.293748	1301287
0.275682	794290
0.282759	436122
0.331078	1509143
0.332396	428799
0.226006	952366
0.225487	1273693
0.224048	1527833
0.454961	1390315
0.457288	972600
0.455058	392635
0.166694	1036656
0.301112	776245
0.225225	1351598
0.369459	1093767
0.450963	483915
0.457199	1184117
0.415784	1459907
0.257665	1254188
0.262524	1574371
0.450620	1140713
0.383774	464515
0.339524	1310590
0.459389	551313
0.237846	515970
0.264072	460826
0.205769	172998
0.332418	655279
0.357097	186128
0.351243	150238
0.421340	763596
0.348679	1128396
0.351044	396252
0.380814	159003
0.385409	1547447
0.384372	864434
0.315461	438219
0.392593	1280120
0.244470	1500875
0.247577	724789
0.242301	1024098
0.362910	1569078
0.384240	603781
0.346176	354577
0.299290	1367784
0.326683	1322805
0.361556	704141
0.287583	1263680
0.372407	969115
0.248108	417582
0.355790	784500
0.201256	1398504
0.357805	1177914
0.258882	1294050
0.249147	569685
0.362598	1003767
0.408597	921416
0.214699	595648
0.350923	776194
0.213863	888487
0.271010	788418
0.225401	1356137
0.446825	167093
0.399395	183560
0.241734	1199789
0.323730	688476
0.170988	222976
0.184873	389132
0.347514	1201285
0.347584	808582
0.442772	1361791
0.314458	988961
0.408385	240813
0.311503	347819
0.217981	818953
0.412023	1569539
0.334278	1079538
0.326252	964994
0.297207	1360063
0.361905	453060
0.228102	143750
0.377747	819270
0.362319	755617
0.356832	696350
0.354553	438404
0.268095	555122
0.308050	743319
0.455348	1586420
0.253916	765650
0.364654	1007899
0.297009	1405138
0.359137	1564671
0.360175	1499132
0.338485	993316
0.326850	1660884
0.351429	1415089
0.464805	381959
0.445583	171692
0.434925	659588
0.361543	1030036
0.184093	243618
0.297897	1486876
0.406536	1544143
0.342847	982837
0.351693	1257159
0.418250	364537
0.368912	179835
0.344713	755854
0.254093	663576
0.454625	1265536
0.420252	806998
0.369413	919615
0.260234	928129
0.345866	958130
0.391883	1142988
0.347803	1177984
0.237266	856097
0.292565	249444
0.315431	132144
0.234962	1136674
0.292697	1803090
0.200228	989405
0.373463	1357683
0.201310	948218
0.448568	1136646
0.200218	1466364
0.198891	1224564
0.307741	253262
0.290291	1601034
0.399270	1654736
0.403237	667906
0.275652	155775
0.211433	1205404
0.235468	741427
0.248747	1230951
0.455487	1247041
0.200994	439726
0.348661	182448
0.376837	1077471
0.240091	1573870
0.343914	1819574
0.345172	1750331
0.432737	735651
0.430429	987272
0.392305	751691
0.415066	1209237
0.346670	802689
0.201223	1372496
0.382490	1848336
0.328298	1482717
0.434441	1499160
0.460047	679785
0.432046	346241
0.186254	486080
0.200896	235451
0.373614	1220492
0.228899	696465
0.232344	1366182
0.183226	563214
0.433434	466494
0.395209	854108
0.454762	1601759
0.361155	604159
0.330271	725003
0.311454	907364
0.278054	1224786
0.182246	944535
0.271265	1369865
0.268497	1290417
0.459571	1536296
0.377851	1244841
0.368012	1372228
0.379688	187287
0.235073	1602743
0.235717	847587
0.377709	725149
0.376858	329883
0.377051	1464304
0.262173	888553
0.390623	593575
0.330236	1343535
0.254001	632868
0.197935	1786751
0.232475	1574777
0.429143	1542162
0.234334	725291
0.385535	1454353
0.352742	1572060
0.213408	1232690
0.231516	676168
0.359040	557095
0.334147	669819
0.211593	1511730
0.409273	447547
0.300129	1243526
0.332741	1232868
0.312792	1306450
0.166858	310727
0.288191	1207482
0.404285	141583
0.200536	653602
0.363679	299648
0.357987	1602662
0.284155	1101962
0.224060	1122667
0.222265	1140905
0.261224	669379
0.281915	829703
0.283130	119095
0.221466	845937
0.262661	1300349
0.406227	1038693
0.405354	618513
0.406900	833639
0.214859	866417
0.400858	693996
0.404848	1515290
0.401120	536424
0.213659	1109707
0.423675	1551449
0.302521	1040157
0.373930	359793
0.330678	813272
0.355073	882777
0.354754	1153028
0.327324	336171
0.232294	700304
0.425761	1451890
0.308898	1130691
0.171633	390843
0.298326	245162
0.448167	982946
0.212386	585905
0.351801	594031
0.213275	1807156
0.326937	276936
0.450095	1177634
0.226267	1439762
0.365223	706294
0.212304	224583
0.237545	475990
0.317010	1271793
0.296448	1547307
0.438748	1594529
0.439439	201243
0.220971	1219730
0.343837	1562844
0.332666	506044
0.236680	712849
0.348075	1132360
0.362567	561069
0.400721	804483
0.259364	190943
0.161499	1069151
0.161502	686060
0.376857	557482
0.341891	643009
0.370893	358129
0.304118	206247
0.226936	1359860
0.232743	1374033
0.229252	293377
0.343201	491766
0.214235	932051
0.313145	1284243
0.173766	683914
0.174613	1460453
0.321994	1210668
0.314426	1077331
0.455373	1130511
0.202691	1558630
0.203366	203584
0.299528	870266
0.202523	1355989
0.341636	651671
0.235488	441666
0.377205	956220
0.238457	1259578
0.343535	757565
0.236273	194664
0.200911	362874
0.181917	408822
0.273454	1257747
0.355764	544617
0.324649	363190
0.336112	816830
0.433739	769966
0.339566	1549145
0.386129	399936
0.414961	245152
0.378344	1579107
0.200455	1517635
0.182849	213869
0.255028	559506
0.259406	1557689
0.348742	438122
0.441332	1251446
0.279257	986929
0.348730	983437
0.286762	677590
0.350094	1390375
0.350350	571672
0.353450	405000
0.336911	1394521
0.329181	1183897
0.330002	284506
0.331149	1097512
0.330575	1095791
0.334034	466362
0.335858	1423367
0.361106	911777
0.199332	1427419
0.250698	1152851
0.251210	1180590
0.378354	232852
0.404184	243427
0.367269	587985
0.323089	1214391
0.365587	284119
0.367707	737631
0.296920	720796
0.231303	1128711
0.312382	1065139
0.454458	175377
0.209167	986892
0.384275	624967
0.331972	1205427
0.328439	1228973
0.426788	882611
0.421015	1474588
0.327731	392347
0.264122	1776951
0.411165	294829
0.387159	1603483
0.464220	1445791
0.203209	1198396
0.456547	220627
0.428794	1243141
0.356471	1267838
0.261121	1567486
0.383561	1118577
0.195315	453002
0.296499	1437693
0.290188	1087874
0.354642	816884
0.297385	480261
0.317371	1603490
0.226506	1159448
0.178515	618308
0.178351	1213323
0.297899	1136699
0.452339	792749
0.304192	1809224
0.346528	1163343
0.238055	661877
0.263566	1870809
0.293913	880345
0.183308	439599
0.454001	1218399
0.207390	1598963
0.197491	909038
0.203850	653690
0.205814	973163
0.374601	470133
0.233223	1147249
0.334549	146907
0.383644	1490734
0.384598	1443884
0.318978	1212530
0.389526	970575
0.161342	606071
0.400697	608607
0.201901	1819494
0.291471	1433704
0.388847	544838
0.379858	532140
0.423261	665832
0.319299	1555487
0.209458	725234
0.284994	970975
0.378641	1590796
0.209002	1022347
0.377844	1600250
0.202678	987343
0.322524	1515340
0.175533	1388490
0.388334	1451918
0.320235	1003703
0.387864	351189
0.304458	430590
0.281720	584078
0.255374	589741
0.224736	749272
0.400112	743251
0.282903	254883
0.299199	1634476
0.292738	1607666
0.341317	1433377
0.343053	1575977
0.344638	246269
0.447588	917874
0.445689	419482
0.296830	1443561
0.181690	423200
0.350906	575530
0.183332	909703
0.466154	1433714
0.384061	1815425
0.451660	1226747
0.431929	1482612
0.301232	636586
0.419156	1626198
0.418918	396368
0.466963	361016
0.299254	1741579
0.344696	176282
0.391044	747830
0.311830	1774363
0.425393	1360036
0.344920	820997
0.343960	185964
0.424694	1274207
0.197812	1386247
0.310100	385514
0.230528	1210152
0.230634	381624
0.209548	1435724
0.222359	716831
0.461689	229984
0.222049	853789
0.460503	1230852
0.221696	1225020
0.276471	321330
0.324070	803092
0.367053	334652
0.311333	594013
0.233869	1271720
0.325281	1840226
0.380167	796983
0.364209	1083402
0.325967	1607768
0.294812	142453
0.333197	385774
0.294216	778093
0.330454	357798
0.352252	1050956
0.296578	757808
0.297455	1337376
0.328205	612314
0.350832	1480546
0.320387	794353
0.328218	1018013
0.316303	1774438
0.299998	724936
0.327012	1505423
0.361306	657071
0.442919	1184052
0.442246	1075442
0.457523	1772281
0.281000	1460129
0.325883	1017620
0.360744	1466045
0.360864	1053002
0.361262	1269847
0.204740	652988
0.352112	277015
0.313375	678255
0.454069	1120526
0.454697	639107
0.356316	1247377
0.356831	1591358
0.406485	1220905
0.452118	1547316
0.348630	1230930
0.345904	655494
0.335270	1399080
0.389565	1349704
0.295559	1292522
0.371586	131142
0.319563	880829
0.311496	1401111
0.318738	1230992
0.442589	962723
0.468443	805046
0.304812	1213289
0.327340	1620185
0.433675	803009
0.171968	1386382
0.262171	579441
0.169585	954177
0.177296	1054886
0.207454	887078
0.294024	1292165
0.394920	1447924
0.384153	782030
0.267880	1423626
0.384393	302911
0.220814	1583309
0.435765	1584459
0.442886	423148
0.394794	1259519
0.419517	986951
0.381785	1872938
0.295696	1580223
0.364303	1384823
0.184768	983402
0.335332	802910
0.365503	1301281
0.341846	1155095
0.258010	1243047
0.378097	229979
0.324821	441710
0.326632	1158167
0.422839	753683
0.399294	577198
0.398231	1261576
0.242867	484031
0.446336	1182060
0.239404	538800
0.412153	1083667
0.404674	316612
0.409679	1169179
0.357982	1388713
0.443397	1585947
0.243054	745842
0.244812	1505599
0.421064	600378
0.339621	1550399
0.363484	960554
0.206377	294894
0.464714	676148
0.239335	659668
0.379170	1128253
0.230747	940080
0.170636	1703252
0.370782	1410899
0.468850	1038077
0.376123	1496962
0.251971	943943
0.251790	1251177
0.214025	988985
0.353338	1793250
0.352318	1087540
0.177568	515865
0.364666	198289
0.339807	236725
0.432007	805178
0.248326	254932
0.345418	1279734
0.268872	552841
0.335605	1619995
0.454509	1478334
0.336287	213958
0.355404	312300
0.376804	1579090
0.343693	909120
0.376132	1435697
0.366613	1050958
0.455213	1549563
0.364431	1042313
0.449307	368199
0.459818	441663
0.183929	1277849
0.183497	1193701
0.183028	710973
0.171215	714737
0.418096	950687
0.299758	596314
0.243288	778366
0.363872	1341561
0.231368	1252205
0.417183	1598688
0.240069	800681
0.354397	361470
0.298389	589610
0.344579	510377
0.344525	1723132
0.347397	350832
0.208480	946203
0.207454	767793
0.280361	831250
0.299284	225831
0.360880	238165
0.188480	735065
0.366975	1409000
0.409872	989584
0.410869	1181948
0.181858	1160318
0.310370	356293
0.369877	622261
0.336108	291714
0.383999	1588110
0.321586	447116
0.343818	520557
0.371810	630547
0.235764	1318789
0.276955	437877
0.315669	1280825
0.314529	1154884
0.189055	1559797
0.200268	1178614
0.327099	831649
0.239237	1445645
0.413818	1447752
0.422389	1124069
0.295854	486404
0.357055	224506
0.420557	336319
0.250278	651103
0.355883	1089580
0.280113	859956
0.307608	1122309
0.445936	1091343
0.191732	866122
0.411145	555021
0.177392	1152047
0.405618	1829873
0.410294	165743
0.360087	872409
0.255308	507789
0.256112	971123
0.363319	962524
0.349964	1052516
0.347194	1503527
0.351747	285995
0.351412	1654968
